Country,Year,complexity_HH,population,GDP_pc_PPP,ind_output_meur,Unemployment_rate,Current_account_balance_to_GDP,exp_to_gdp,Public_debt_to_GDP,Adjusted_wage_share,employm_indus,fdi_in_gdp,Private_sector_debt_to_GDP,Tax_Wealth,finance_share_GO,Capital_accumulation,GDP_growth,Gini_net,size_of_finance,FDI_assets_stock,FDI_liabilities_stock
NLD,2005,1.05175,16331.646,31700,269880,5.9,7.2982667,66.61656974,48.9431,64.1546982,19.55999947,30.94628867,267.65,0.011,0.035917472,7.556855053,2.160369574,26.75857544,3.5917472,643913.2916,479420.6424
NLD,2006,1.04582,16401.105,33600,288969,5,8.9488823,69.2789514,44.4746,62.8229742,19.29999924,51.62545892,261.95,-0.001,0.034862649,7.940491512,3.518648756,26.86386299,3.4862649,800463.381,552747.534
NLD,2007,1.033,16463.031,35900,307826,4.2,8.5623206,70.27361075,42.3761,62.9258696,18.53000069,87.44259299,256.47,0.005,0.033257955,8.259646345,3.698469098,27.00967216,3.3257955,942085.116,766619.6286
NLD,2008,1.0485,16519.862,36200,326386,3.7,5.2072789,71.64260134,54.4667,63.4982679,17.62000084,20.84878253,256.7,0.003,0.032072872,8.391989372,1.699057542,26.5767746,3.2072872,889887.7725,645601.2798
NLD,2009,1.11008,16575.173,33500,281200,4.4,6.2392719,63.15445153,56.4925,66.1282497,16.57999992,11.18168466,275.5,0.004,0.037827287,7.500885995,-3.767576057,25.96539879,3.7827287,952641.4086,644253.6072
NLD,2010,1.04911,16631.571,34100,305816,5,7.6530612,71.95397712,59.0055,64.7059605,15.94999981,13.836826,276.47,0.004,0.039624703,6.942961429,1.402653857,25.15551567,3.9624703,955866.7044,585341.1168
NLD,2011,0.976362,16689.863,34700,342176,5,8.8471666,77.35644216,61.6586,65.0260636,15.31999969,37.12847622,275.21,0.002,0.037446002,7.234310898,1.663626344,25.38708878,3.7446002,978897.4572,585436.7001
NLD,2012,1.08893,16749.318,35300,350694,5.8,10.1698173,81.93622087,66.3876,65.9524824,15.47999954,28.92283586,273.71,0,0.038014262,6.727464656,-1.057042014,25.4806633,3.8014262,,
NLD,2013,1.1282,16809.157,35800,346641,7.3,10.2238536,82.01020915,67.7404,66.1049191,15.14000034,37.9244573,268.82,0,0.037508571,6.413670898,-0.190340027,25.10287857,3.7508571,,
NLD,2014,1.36625,16868.02,35800,341153,7.4,8.5258398,82.56536874,67.9459,66.3488498,14.96000004,11.52678064,269.28,0,0.03740703,6.526623164,1.41969725,25.11368942,3.740703,,
NLD,2015,1.37273,16924.929,37400,340555,6.9,8.4781037,82.46333132,65.1193,65.7718614,15.15999985,17.29262938,266.14,0,0.035715938,7.094226419,1.951716554,,3.5715938,,
AUT,2000,1.68916,8050.884,25700,118118.9,3.9,-0.7841606,43.42970688,65.8641,64.0801056,30.02000046,4.340358579,143.91,0.001,0.030224144,7.632754145,3.368370361,25.30909157,3.0224144,26261.5015,31279.5019
AUT,2001,1.72783,8078.877,25800,126400.5,4,-0.7516731,44.69283541,66.484,63.5183521,29.37000084,2.998614794,146.32,0,0.028832102,7.35136715,1.350543883,26.51186752,2.8832102,29934.05394,35163.99593
AUT,2002,1.78976,8114.698,26800,128316,4.4,2.1374915,45.30924848,66.2914,63.0759441,28.85000038,0.14937849,146.86,0,0.028232909,6.991843583,1.655835305,27.42936325,2.8232909,44075.75382,44618.1016
AUT,2003,1.88805,8155.466,27200,132539.9,4.8,1.4991392,44.58033908,65.4921,63.0577157,28.92000008,2.722542128,151.4,0,0.028406564,7.104110915,0.756168111,27.07917786,2.8406564,58295.09957,56529.7358
AUT,2004,1.89347,8196.624,28600,142517.6,5.5,1.8207075,46.91630427,64.8022,61.8669183,26.69000053,1.297969209,149.25,0,0.027403324,7.025750021,2.705739188,26.36455536,2.7403324,73276.32805,74500.12751
AUT,2005,1.91666,8234.858,29800,152460.9,5.6,1.8146372,48.63077931,68.3144,61.0095717,27.56999969,25.83447581,150.11,0,0.028238483,6.909879575,2.140667809,26.94130325,2.8238483,146925.0275,154666.354
AUT,2006,1.8761,8269.372,31100,169388.8,5.3,2.8177561,50.83162588,67.0443,60.5261244,28.15999985,3.140039763,153.2,0,0.028346138,6.859207156,3.350860798,27.25901222,2.8346138,184115.5603,192199.1359
AUT,2007,1.85319,8301.29,32500,183390.1,4.9,3.2647427,52.48515027,64.8081,59.9316474,27.31999969,17.82475457,157.99,0,0.028879672,7.029226257,3.621488904,27.67868996,2.8879672,270722.1397,283953.4447
AUT,2008,1.8356,8331.465,32700,196788.1,4.1,4.1242023,53.15492847,68.5177,61.0560395,26.23999977,1.475824898,160.01,0.002,0.027215027,6.987571383,1.547267324,27.94299889,2.7215027,273605.9993,269014.2614
AUT,2009,1.72874,8361.362,31100,174740.4,5.3,2.0645494,44.89586159,79.7258,63.2102551,24.96999931,3.594924346,161.14,0.005,0.026855632,6.385917051,-3.799078503,28.37446594,2.6855632,290349.5833,298610.8426
AUT,2010,1.67758,8391.986,32100,188612,4.8,3.1498417,51.00360625,82.3898,62.5310509,24.90999985,-5.639397222,164.98,0.003,0.026631791,6.179018333,1.928680109,28.68288994,2.6631791,275219.7864,258244.7016
AUT,2011,1.79979,8423.559,33500,209158.9,4.6,1.8808589,53.67186266,82.1932,62.0116836,26.03000069,5.354869378,163.2,0.006,0.026400813,6.495908595,2.807986356,29.20119095,2.6400813,303243.5796,253447.8381
AUT,2012,1.56851,8455.477,35100,217087.1,4.9,1.6995937,53.79680418,82.0174,62.7784566,26.07999992,1.281043048,164.67,0.003,0.025067018,6.488803124,0.745756199,29.21153259,2.5067018,,
AUT,2013,1.63964,8486.962,35200,217407.4,5.4,1.6019447,53.1923388,81.3234,63.2969977,25.90999985,0.105387999,168.1,0.226,0.026041844,6.530992616,0.124230116,29.40829086,2.6041844,,
AUT,2014,1.65234,8516.916,36000,213713,5.6,2.5512563,53.01616197,84.414,63.4768613,25.75,0.391232183,164.03,0.088,0.026423197,6.388807656,0.644861238,28.96233368,2.6423197,,
AUT,2015,1.61926,8544.586,37700,213017.7,5.7,2.4716969,53.06020629,85.5443,63.369489,25.76000023,1.374697435,165.64,0.022,0.026475797,6.352622395,0.963061557,,2.6475797,,
POL,2000,1.03185,38486.305,9300,,16.1,-5.372059,27.22895405,36.4532,64.6605438,31.05999947,5.430937831,,0,,11.03020857,4.559539666,28.58165359,,1187,34396
POL,2001,1.04016,38466.543,9600,,18.3,-2.4207186,27.22984711,37.3321,66.7520491,30.72999954,2.979719901,,0,,9.580741459,1.248067052,28.66040039,,1311,41402
POL,2002,1.03651,38454.823,10100,,20,-2.0947739,28.75821751,41.7787,64.3661337,28.54000092,2.05908339,,0,,8.817227571,2.041617589,29.10033035,,1592,48455
POL,2003,0.938386,38451.227,10400,132124.7,19.8,-1.6756729,33.39129715,46.5878,61.9651937,28.54999924,2.469213647,88.83,0,0.018872326,8.761728124,3.562357743,30.05108833,1.8872326,5513,61245
POL,2004,0.946251,38454.52,11300,154657.2,19.1,-6.0894144,34.26481842,45.0433,57.870062,29.04000092,5.436251482,82.11,0,0.018224652,9.136874632,5.135641052,31.18471718,1.8224652,8324,91729
POL,2005,0.966865,38463.514,11800,181798.4,17.9,-3.1844825,34.60969966,46.4412,56.8722158,29.23999977,3.60658309,82.03,0,0.018913445,9.631719209,3.493761173,31.07261848,1.8913445,11509,96077
POL,2006,1.06149,38478.763,12500,210286.2,13.9,-3.980465,37.8639851,46.948,55.4945927,29.96999931,6.227190874,87.09,0,0.019380755,10.70377691,6.179554019,31.03184509,1.9380755,21785,133174
POL,2007,1.0938,38500.356,13800,242694.2,9.6,-6.6943891,38.56459008,44.1561,55.5577352,30.71999931,5.831338509,95.6,0,0.020881864,12.07558227,7.034834087,31.0258255,2.0881864,31437,188528
POL,2008,1.0255,38525.752,14500,278033.4,7.1,-6.6135378,37.85698901,46.2946,57.4720098,31.87000084,2.730155287,107.36,0,0.020643955,12.36590964,4.249611768,30.8991375,2.0643955,33470,173682
POL,2009,1.01729,38551.489,14600,222822.3,8.1,-3.3814684,37.18445017,49.4333,54.9136686,31.10000038,3.188977363,107.8,0,0.020636631,11.40720003,2.820261838,30.90793228,2.0636631,40440,196336
POL,2010,1.11744,38574.682,15900,262645,9.7,-4.8360994,40.05515821,53.3181,55.9579592,30.28000069,3.83771941,112.34,0,0.020685744,10.85249509,3.606930847,30.93117523,2.0685744,61218,232413
POL,2011,1.13687,38594.217,17000,294121.2,9.7,-4.7623424,42.5634712,54.3582,54.7421798,30.65999985,3.495518685,115.97,0,0.020359455,11.17452895,5.016615962,31.0895977,2.0359455,61697,210236
POL,2012,0.998564,38609.486,17800,301710.8,10.1,-3.2930688,44.44449218,53.7062,54.1502782,30.39999962,1.470587408,113.22,0,0.019496547,10.46733329,1.606665428,31.31516266,1.9496547,,
POL,2013,1.12265,38618.698,17900,301670,10.3,-0.4949778,46.32131489,55.682,53.8685308,30.52000046,0.151655393,116.98,0,0.020556256,9.948545708,1.390816165,31.62376785,2.0556256,,
POL,2014,1.18943,38619.974,18600,309047.6,9,-1.3534306,47.58900369,50.2302,53.940326,30.48999977,3.627613589,120.15,0,0.02144201,10.46512484,3.282539362,,2.144201,,
POL,2015,1.14119,38611.794,19800,321844.8,7.5,0.1339597,49.52284779,51.1405,53.0742932,30.44000053,2.946975915,121.99,,0.019771932,10.59421141,3.9408928,,1.9771932,,
PRT,2000,0.609316,10278.542,16500,77443.5,5.1,-10.9528638,28.19085674,50.3171,68.2757571,34.40999985,6.162014712,208.36,0,0.025583328,10.15985181,3.787496344,35.12213135,2.5583328,19793.11532,32043.19668
PRT,2001,0.815259,10320.463,17000,79558.1,5.1,-10.2487478,27.42399659,53.4164,68.3348252,33.43999863,5.033016442,224.13,0,0.027801056,9.822329783,1.943279291,35.55539703,2.7801056,22264.97663,36023.31224
PRT,2002,0.734011,10362.028,17500,79406,6.2,-8.7584775,26.94555282,56.1823,68.0058455,33.33000183,0.443836368,233.41,0,0.028052227,9.152410084,0.768809121,35.98415375,2.8052227,21325.22289,44636.77458
PRT,2003,0.727634,10402.836,17700,79436.8,7.4,-7.4052253,26.75170904,58.6529,68.4345682,32.65999985,6.26550497,248.04,0,0.028886738,8.256716679,-0.934227278,36.41291046,2.8886738,34443.26307,60584.30197
PRT,2004,0.709719,10442.446,18200,82510.8,7.8,-8.8037295,27.25438753,61.9893,66.6251714,31.05999947,1.319840386,259.84,0,0.02924057,8.063205578,1.811588878,36.78989792,2.924057,43940.63833,66970.54703
PRT,2005,0.592206,10480.085,19300,85544.9,8.8,-10.2156372,26.7342552,67.3922,67.1928334,30.38999939,2.244709965,263.79,0,0.029471861,7.884119668,0.766828655,36.4985466,2.9471861,41965.43848,63339.75514
PRT,2006,0.630455,10516.559,20400,90757.1,8.9,-10.6889725,29.91706733,69.1748,65.9544446,30.30999947,6.328223238,266.7,0,0.032903133,7.651659887,1.553044889,36.41252518,3.2903133,53983.74863,88460.92711
PRT,2007,0.709888,10550.695,21200,97247.3,9.1,-10.0247499,31.00574278,68.4391,64.4478385,30.23999977,2.509138013,278.78,0,0.034319585,7.716120127,2.492001422,35.30709839,3.4319585,67707.83388,115314.4511
PRT,2008,0.688131,10577.458,21000,101385.9,8.8,-12.5935736,31.1252705,71.6663,64.8782213,28.98999977,2.985171797,293.89,0,0.034871509,7.587172465,0.199245411,34.26506042,3.4871509,63005.99944,99969.70802
PRT,2009,0.598529,10590.26,20100,86202.3,10.7,-10.0637972,27.08071141,83.6095,64.7938528,27.79999924,2.288819188,303.14,0,0.034059141,6.921124594,-2.978067794,32.64999008,3.4059141,68471.40409,114709.6769
PRT,2010,0.675848,10584.837,20900,94194.2,12,-10.3052963,29.87325191,96.1833,63.8843685,27.26000023,3.54832691,301.51,0,0.032109613,6.780831788,1.898659623,31.97138023,3.2109613,66732.16045,111685.9806
PRT,2011,0.560323,10558.909,20200,99598.1,12.9,-5.4551947,34.29133363,111.3897,63.1753586,26.85000038,4.00893304,298.71,0,0.032864936,5.921011573,-1.826823572,31.4308815,3.2864936,72229.72198,111828.5083
PRT,2012,0.626132,10515.016,20000,98770.4,15.8,-2.0200719,37.71057061,126.2224,61.4459439,25.14999962,10.15704951,315.4,0,0.03186319,4.972535093,-4.028298917,31.77529144,3.186319,,
PRT,2013,0.506501,10459.716,20500,99113.1,16.4,0.7343248,39.51617604,129.0397,61.0898049,23.70000076,4.779368877,303.17,0,0.030166446,4.763788817,-1.130143794,31.85549164,3.0166446,,
PRT,2014,0.44624,10402.343,21200,99511.9,14.1,-0.2533813,40.07437411,130.6026,60.2635385,23.86000061,5.710955025,293.1,0,0.02877753,4.914453218,0.893078744,32.09751892,2.877753,,
PRT,2015,0.371725,10349.803,22300,102012.7,12.6,-0.2792583,40.56077432,128.9877,59.2914921,24.35000038,1.122950405,275.35,,0.028765599,5.16817145,1.595606597,,2.8765599,,
ROU,2000,0.578479,22128.139,5200,32326,7.6,-3.8385586,32.71547444,22.3754,80.0881862,25.79000092,2.769873873,,,0.016475359,9.352007445,2.395100465,27.30379677,1.6475359,136.19,6951.25214
ROU,2001,0.650218,21983.221,5600,35895.8,7.4,-5.5911067,32.9572575,25.6648,84.0622788,25.85000038,2.841576324,,,0.014026716,10.16830162,5.591995054,28.36737633,1.4026716,116.48,8349.569392
ROU,2002,0.640986,21851.988,6200,39494,8.3,-1.0963769,35.22439887,24.7624,68.3078129,29.59000015,2.477554871,,,0.010983677,11.12609276,5.184188857,29.70746994,1.0983677,144.16,7798.950327
ROU,2003,0.553908,21722.664,6600,40313.1,7.7,-5.8797722,34.54292616,21.3481,67.3917602,29.13999939,3.080119802,,,0.009251386,12.16159653,5.524259425,30.40173912,0.9251386,208.14,12187.47517
ROU,2004,0.644029,21578.318,7700,47760.4,8,-8.2666124,35.63708755,18.6361,59.8387884,31.05999947,8.453556577,,,0.010318958,13.14918512,8.358638313,31.33818626,1.0318958,272.9074208,20522.63804
ROU,2005,0.658558,21407.619,8300,59352.7,7.1,-8.561707,32.9085321,15.7066,65.988708,30.45000076,6.518364169,,,0.009792226,14.58789892,4.171884902,31.91856575,0.9792226,213.8013933,25892.68572
ROU,2006,0.701114,21205.977,9700,71770.2,7.2,-10.3570763,32.0602079,12.2717,62.2177114,30.70999908,8.909855322,,,0.008986688,16.57261758,8.055574239,31.95012856,0.8986688,879.4053162,45454.33637
ROU,2007,0.904527,20979.708,11100,86359.9,6.4,-12.6980985,29.1450562,12.7339,60.2674849,31.40999985,5.889752674,,,0.011196446,21.91109287,6.863746206,31.68048477,1.1196446,1237.938227,62860.60134
ROU,2008,0.934941,20741.669,12900,94274.6,5.6,-12.3689164,26.9346193,13.1621,63.1186284,31.60000038,6.565336456,,,0.012239711,22.33273371,8.458997394,30.90254211,1.2239711,1481.338014,68613.58014
ROU,2009,0.626236,20510.263,12200,82823.8,6.5,-4.0717476,27.37186273,23.2098,61.3887679,30.02000046,2.770041319,,,0.011474071,13.52451724,-7.066849133,30.61096764,1.1474071,1396.295331,71981.35721
ROU,2010,0.729511,20298.838,13100,87881.4,7,-4.5349049,32.30179903,29.9106,60.4527691,28.31999969,1.912960935,,,0.01148956,12.65445547,-0.798453003,30.80251312,1.148956,1511.72526,70311.67092
ROU,2011,0.717182,20111.664,13600,99063.5,7.2,-4.3876699,36.84566124,34.1918,55.1461888,28.55999947,1.278625764,,,0.012867031,12.51877824,1.05628388,31.34549522,1.2867031,1384.7103,72749.7369
ROU,2012,0.706564,19944.954,14300,100644.2,6.8,-4.2193785,37.4640831,37.2665,54.4324675,28.20999908,1.775304301,,,0.013772395,12.0447375,0.640995225,31.80571365,1.3772395,,
ROU,2013,0.708925,19794.163,14600,106597.9,7.1,-0.6135012,39.74821792,37.7715,52.0646076,28.28000069,2.012445325,,,0.01662756,11.07381465,3.531593412,31.88182831,1.662756,,
ROU,2014,0.72353,19651.554,15200,109865.8,6.8,-0.1460614,41.19168394,39.3858,53.3694136,28.93000031,1.939510435,,,0.015313,11.1073282,3.076307314,,1.5313,,
ROU,2015,0.644102,19511.324,16300,110731.5,6.8,-0.600968,41.10897062,37.9801,50.5475683,28.45999908,2.432213653,,,0.015880399,11.65888008,3.937971321,,1.5880399,,
SVN,2000,1.38839,1988.652,15800,16099,6.7,-3.8917108,50.00560338,25.851,71.445034,37.40999985,0.6675777,,0.076,0.019527967,13.44569492,4.15544216,22.61192703,1.9527967,767.6,2892.7
SVN,2001,1.46936,1988.287,16500,17153,6.2,-1.1127468,51.74892005,26.0635,71.5176512,38.20000076,2.400913566,111.42,0.096,0.018640582,13.21768001,2.949355156,22.98806381,1.8640582,988.6,2594
SVN,2002,1.47138,1987.855,17400,18000.1,6.3,0.1903271,52.1575729,27.2723,70.6873883,38.5,7.850251339,112.77,0.066,0.019826432,12.85205173,3.836311613,21.30755806,1.9826432,1505.3,4112.1
SVN,2003,1.57251,1988.304,17900,18510.4,6.7,-1.3046849,50.89585024,26.7122,69.8955577,36.86999893,1.803521966,115.94,0.006,0.020653994,13.10560495,2.842102933,22.45527077,2.0653994,2350.2,6308.1
SVN,2004,1.63294,1990.924,19300,19889.1,6.3,-3.0290503,54.96623593,26.8464,70.0320516,35.95999908,2.213794501,116.39,0.042,0.020100746,13.27349918,4.351785441,23.27325439,2.0100746,3025.4,7589.9
SVN,2005,1.62642,1996.522,20300,21083.9,6.5,-2.094633,59.57994063,26.2871,69.84089,36.88999939,2.670923857,131.75,0.011,0.020660974,13.18394466,4.002988098,23.165205,2.0660974,3289.840857,7235.853681
SVN,2006,1.58344,2005.566,21300,23196.5,6,-1.8483377,64.69539306,25.9999,68.7376597,35.33000183,1.746976636,138.89,0,0.021379927,13.83425566,5.656016806,23.08174706,2.1379927,4546.54657,8984.928326
SVN,2007,1.53209,2017.452,22700,26017,4.9,-4.1892788,67.5970601,22.8293,67.501063,34.84999847,3.917583057,160.3,0,0.020631771,14.60736472,6.941629239,23.01720428,2.0631771,8032.175461,14375.17371
SVN,2008,1.5428,2030.599,23400,26653.7,4.4,-5.2541172,66.108834,21.803,68.2434676,34.95999908,1.944743913,168.97,0.001,0.020227428,14.69949615,3.300154907,23.65284729,2.0227428,8841.192628,15637.56625
SVN,2009,1.43789,2042.804,20900,21974.8,5.9,-0.7937522,57.24267828,34.6376,70.9437675,32.97999954,-0.68916437,178.47,0.001,0.023402935,11.21020682,-7.797289576,24.16809082,2.3402935,9054.679994,15184.29362
SVN,2010,1.38118,2052.48,21200,24286.8,7.3,-0.5753545,64.28811476,38.3627,72.4560205,32.45000076,0.664509447,176.56,0.006,0.023737906,9.656023939,1.237754544,24.53799438,2.3737906,8174.908773,14466.66272
SVN,2011,1.52768,2059.023,21700,25976.6,8.2,-0.1297691,70.37395513,46.6269,71.7537225,31.5,1.707021412,172.22,0.011,0.02266221,9.173229374,0.649363367,25.70879936,2.266221,7802.463637,15108.12267
SVN,2012,1.49706,2062.881,21800,25461.8,8.9,2.1035484,73.27410455,53.8964,72.494115,30.80999947,0.072523473,174.42,0.007,0.019980047,8.437015775,-2.689416529,26.88829994,1.9980047,,
SVN,2013,1.56207,2064.819,21900,25371,10.1,3.6117357,75.18665582,71.0106,72.5502794,30.87999916,0.218033892,168.21,0.005,0.020156143,8.761986467,-1.086898663,26.43817902,2.0156143,,
SVN,2014,1.49993,2066.068,22700,26302.2,9.7,6.1556734,76.38966295,80.8923,71.1476166,30.75,2.05792134,153.26,0.021,0.020391795,8.938476778,3.106267232,,2.0391795,,
SVN,2015,1.4389,2067.526,23800,26972.3,9,5.3574526,77.9358444,83.149,70.7109802,31.62000084,3.928400798,138.96,0.012,0.019654182,9.079786782,2.316636543,,1.9654182,,
SVK,2000,1.43909,5386.065,9900,21843.6,18.9,-2.5567627,54.06572062,49.6236,49.6249721,37.24000168,7.498294564,100.79,,0.011505896,11.85593093,1.210187667,25.78540802,1.1505896,363.5864863,4503.618983
SVK,2001,1.30369,5386.224,10700,23410.1,19.5,-7.0729704,57.79478437,48.2814,48.1189914,37.04999924,4.991639843,100.33,,0.011483093,12.93050474,3.31644807,26.62266731,1.1483093,506.6746446,5730.538304
SVK,2002,1.32079,5385.48,11400,26084.9,18.8,-7.4758905,57.48239223,42.8823,48.6688514,38.15000153,12.00685359,105.03,,0.015922166,12.55526811,4.522787094,27.72917557,1.5922166,543.9104806,8923.818563
SVK,2003,1.32694,5384.533,12000,31677.5,17.7,-6.393193,62.19284565,41.5887,48.0609612,38.09000015,2.073965037,98.29,,0.015285281,11.93450656,5.418733258,27.34030151,1.5285281,828.8882139,15775.78979
SVK,2004,1.1916,5384.237,12800,35373.9,18.4,-6.6966107,68.7124767,40.6392,46.3608618,39.11999893,7.094384561,92.9,,0.015577,12.2519578,5.258812126,26.39716721,1.5577,841.6970803,21876.26334
SVK,2005,1.30696,5385.192,14100,38875.1,16.4,-8.5514674,72.04562673,33.8177,47.556663,38.75,6.259706525,89.95,,0.017267276,13.78924384,6.75093693,26.20038223,1.7267276,597.0326781,23655.9409
SVK,2006,1.35213,5387.734,15600,48107.8,13.5,-8.2599096,81.02664006,30.6764,46.2529976,38.79000092,8.068986332,93.15,,0.016243947,14.41627154,8.452884042,25.55951881,1.6243947,1324.899032,33613.14867
SVK,2007,1.3022,5391.728,17400,60097.9,11.2,-5.607712,83.27576405,29.8173,45.8190848,39.36999893,5.862432149,99.59,,0.014819568,14.93106251,10.7995936,24.86769295,1.4819568,1862.216878,42695.04154
SVK,2008,1.3929,5396.71,18600,69023.1,9.6,-6.551692,80.04533635,28.144,45.8585028,40.11999893,4.62687859,94.06,,0.015188359,14.51988725,5.629790507,25.31955528,1.5188359,2976.192238,51033.80556
SVK,2009,1.33733,5401.951,17400,57677.8,12.1,-3.4121143,67.60925099,35.8928,49.4722608,37.91999817,1.707853803,99.84,,0.017353573,11.70158595,-5.422530552,25.75778961,1.7353573,3696.517426,52640.74166
SVK,2010,1.35784,5406.896,19000,66340,14.5,-4.6742774,76.33525779,40.7005,48.5573492,37.11000061,2.365847361,100.3,,0.016878322,12.38626121,5.041706712,26.28543091,1.6878322,3456.504875,50328.0986
SVK,2011,1.50172,5411.377,19500,75398.3,13.7,-5.5103975,85.04703393,43.1564,48.5519658,37.47999954,5.527148518,108.61,,0.016754346,13.63285511,2.819097954,25.57567596,1.6754346,4209.44487,51292.65441
SVK,2012,1.24316,5415.496,20100,79664.7,14,0.4089074,91.43012388,52.1649,48.1198071,37.52999878,1.90202119,107.69,,0.016629425,12.32698402,1.657140028,24.94937897,1.6629425,,
SVK,2013,1.34918,5419.288,20500,79609.6,14.2,1.5098449,93.81950135,54.7392,48.1380033,35.81999969,1.019320811,112.41,,0.016745192,12.2142567,1.490660701,25.21095657,1.6745192,,
SVK,2014,1.35285,5422.861,21300,80496.1,13.2,0.6123664,91.8030975,53.6234,48.7917024,35.43999863,-0.359710829,116.45,,0.017400934,12.39745468,2.570853808,,1.7400934,,
SVK,2015,1.30709,5426.258,22300,83731.7,11.5,0.1473967,93.48819164,52.4789,49.6384234,36.09999847,1.31940905,120.73,,0.016308047,14.2592289,3.831080387,,1.6308047,,
FIN,2000,1.88347,5176.482,23400,105498,9.8,7.4621498,42.08687739,42.5111,59.9920004,27.87999916,10.75309164,147.99,0.132,0.013470485,8.201483458,5.634847452,24.86756897,1.3470485,52108.9305,24272.0925
FIN,2001,1.87205,5188.446,24100,104185,9.1,8.0567999,39.71281597,40.9777,59.2075429,27,2.493015644,142.87,0.088,0.013868089,8.171462972,2.580792075,24.84359169,1.3868089,52225.838,24070.9469
FIN,2002,1.8937,5200.632,24500,102746,9.1,8.1496267,39.08583914,40.2329,59.5371301,27.07999992,5.790621615,144.96,0.076,0.013224933,7.801122405,1.680325089,24.88948441,1.3224933,63933.24044,33987.08759
FIN,2003,1.88836,5213.8,24600,101757,9,4.7687852,37.26619559,42.799,59.903084,26.59000015,3.48601093,152.07,0.065,0.013079812,7.88722557,1.993984087,24.96526527,1.3079812,76049.62524,50256.55083
FIN,2004,1.9782,5228.842,26300,107872,8.8,5.8418572,38.58919591,42.7172,59.4304555,25.97999954,3.441250236,156.6,0.074,0.012846613,8.1050087,3.926057175,25.20978355,1.2846613,85022.45907,57379.10269
FIN,2005,1.91958,5246.368,27200,113948,8.4,3.1650921,40.25561632,40.0026,60.3038247,25.75,5.319918012,161.89,0.078,0.012954661,8.208983311,2.779955031,25.58879089,1.2954661,81860.49192,54801.83099
FIN,2006,1.87038,5266.6,28400,127088,7.7,3.9770818,43.17088996,38.1742,60.4293423,25.61000061,2.138794724,171.13,0,0.013198907,8.162323362,4.055197444,26.06739044,1.3198907,96207.56118,70568.63979
FIN,2007,1.96379,5289.333,31100,138596,6.9,4.1011019,43.99680573,33.9927,58.6912634,25.65999985,8.608610241,176.09,0,0.013715783,8.755646151,5.184800809,26.5750351,1.3715783,116531.3624,91702.67354
FIN,2008,1.7431,5314.17,31600,146027,6.4,2.7293236,45.07797699,32.6538,60.0777658,25.03000069,6.838304827,188.97,0,0.012950049,8.580755814,0.720668487,26.24502754,1.2950049,114138.7864,83533.63334
FIN,2009,1.72242,5340.485,28800,113148,8.2,2.0372427,36.27098421,41.6961,64.2312505,23.85000038,-3.509562186,197.17,0,0.014817162,7.425767996,-8.269036558,25.99876213,1.4817162,129183.9754,84713.47458
FIN,2010,1.6622,5367.693,29600,122598,8.4,1.4382683,38.67771245,47.1192,63.1110096,23.19000053,4.933997863,202.01,0,0.014092344,7.43096049,2.992337502,25.76567268,1.4092344,137663.4214,86697.90727
FIN,2011,1.73204,5395.816,30700,132640,7.8,-1.4639176,39.15954264,48.5043,63.5940708,22.88999939,-2.195369292,201.67,0,0.013843905,7.638256749,2.570817745,25.56271935,1.3843905,133657.0752,88862.38657
FIN,2012,1.59119,5424.644,30700,130814,7.7,-1.8854514,39.48136321,53.9098,65.1765553,22.69000053,1.921589008,202.43,0,0.014448381,7.41089438,-1.42618936,25.33979034,1.4448381,,
FIN,2013,1.64344,5453.061,30300,126517,8.2,-1.8697932,38.81419115,56.4582,64.7116094,22.75,-1.830026322,207.78,0,0.015016782,6.998982197,-0.758036295,25.08164024,1.5016782,,
FIN,2014,1.73525,5479.66,30600,124392,8.7,-1.3086814,37.22222763,60.2003,64.3137096,21.79000092,6.32538914,211.23,0,0.016632952,6.787943896,-0.631728091,24.80244064,1.6632952,,
FIN,2015,1.73061,5503.457,31800,119813,9.4,-0.6944743,36.84102505,63.5341,63.7251726,21.62999916,7.289697119,212.89,0,0.016937575,6.825167121,0.268556389,,1.6937575,,
SWE,2000,2.038,8872.284,25700,179169.1,5.6,4.6651806,44.09794661,50.5733,60.8185329,24.36000061,8.782779083,230.94,0.345,0.021677192,5.900983949,4.735287133,25.11939049,2.1677192,123649.7116,93759.8322
SWE,2001,1.94339,8888.675,25700,167021.9,5.8,5.044691,43.75395964,51.731,62.3335576,23.69000053,7.593370088,248.7,0.262,0.019880842,5.943103916,1.563410279,23.41441917,1.9880842,123271.6194,91961.5655
SWE,2002,1.98691,8911.899,26300,167456,6,5.4083543,42.09004637,49.8049,62.1510002,22.93000031,6.964690884,220.82,0.153,0.01916879,5.724843883,2.073577213,22.56887817,1.916879,146855.5241,119206.7989
SWE,2003,2.08744,8942.926,26700,169812.5,6.6,6.8750966,41.24430521,48.9423,61.3650424,22.56999969,1.814413079,205.68,0.183,0.018069032,5.778048149,2.385740236,22.2269249,1.8069032,185695.2095,158988.4827
SWE,2004,2.07528,8982.282,28400,180885.2,7.4,6.8189005,43.44691751,47.8826,60.372236,22.35000038,4.415617064,201.7,0.19,0.017833148,6.01004865,4.32052981,22.95859337,1.7833148,213618.3594,197593.2029
