year,pci,location_code,export_value,hs_product_code
2015,0.474483,GRC,75466920,7308
2016,0.346026,GRC,87816560,7308
2017,0.423746,GRC,104890904,7308
2018,0.444965,GRC,112490800,7308
2019,0.479204,GRC,127584528,7308
2020,0.370107,GRC,133965904,7308
1995,0.381587,DEU,177640400,7309
1996,0.220808,DEU,210691392,7309
1997,0.609635,DEU,188417296,7309
1998,0.267024,DEU,185724320,7309
1999,0.076223,DEU,150282736,7309
2000,0.12541,DEU,105832168,7309
2001,0.054137,DEU,118651408,7309
2002,-0.024005,DEU,131935280,7309
2003,0.11656,DEU,143524768,7309
2004,0.199723,DEU,163540592,7309
2005,-0.036027,DEU,223418080,7309
2006,-0.075282,DEU,232439088,7309
2007,0.386912,DEU,318663680,7309
2008,0.387039,DEU,383332160,7309
2009,0.054857,DEU,284291904,7309
2010,0.130265,DEU,265672576,7309
2011,-0.089665,DEU,329423328,7309
2012,0.141356,DEU,349494688,7309
2013,0.104642,DEU,379509312,7309
2014,-0.103633,DEU,370249504,7309
2015,-0.308734,DEU,313833760,7309
2016,-0.175032,DEU,287513056,7309
2017,-0.098824,DEU,316052224,7309
2018,0.20286,DEU,370633408,7309
2019,0.081353,DEU,377962400,7309
2020,0.294712,DEU,281124000,7309
1995,0.381587,GRC,1133024,7309
1996,0.220808,GRC,3109780,7309
1997,0.609635,GRC,2620051,7309
1998,0.267024,GRC,2616224,7309
1999,0.076223,GRC,5911825,7309
2000,0.12541,GRC,5149505,7309
2001,0.054137,GRC,4566065,7309
2002,-0.024005,GRC,4795318,7309
2003,0.11656,GRC,6083172,7309
2004,0.199723,GRC,10643464,7309
2005,-0.036027,GRC,8616274,7309
2006,-0.075282,GRC,7443435,7309
2007,0.386912,GRC,8794895,7309
2008,0.387039,GRC,16198296,7309
2009,0.054857,GRC,7004207,7309
2010,0.130265,GRC,4534204,7309
2011,-0.089665,GRC,4640788,7309
2012,0.141356,GRC,5657960,7309
2013,0.104642,GRC,8427381,7309
2014,-0.103633,GRC,9100785,7309
2015,-0.308734,GRC,11814751,7309
2016,-0.175032,GRC,4387777,7309
2017,-0.098824,GRC,4736644,7309
2018,0.20286,GRC,6010276,7309
2019,0.081353,GRC,7939792,7309
2020,0.294712,GRC,5983952,7309
1995,-0.445863,DEU,474581344,7310
1996,-0.180565,DEU,431927616,7310
1997,-0.405845,DEU,363692032,7310
1998,-0.377095,DEU,369657728,7310
1999,-0.37237,DEU,333693792,7310
2000,-0.251618,DEU,274168256,7310
2001,-0.246229,DEU,270754592,7310
2002,-0.036655,DEU,366864064,7310
2003,-0.133254,DEU,410733472,7310
2004,-0.136077,DEU,463980864,7310
2005,-0.022221,DEU,561831424,7310
2006,-0.040704,DEU,608516864,7310
2007,-0.061648,DEU,768661504,7310
2008,0.04528,DEU,912178880,7310
2009,-0.147448,DEU,698932288,7310
2010,-0.195276,DEU,711820288,7310
2011,-0.069938,DEU,793527488,7310
2012,-0.034309,DEU,733538368,7310
2013,0.034523,DEU,685255104,7310
2014,-0.122823,DEU,691870528,7310
2015,0.046191,DEU,576383552,7310
2016,-0.184734,DEU,545743680,7310
2017,-0.010408,DEU,574164608,7310
2018,0.173891,DEU,638802880,7310
2019,0.094909,DEU,561534464,7310
2020,0.313311,DEU,558402944,7310
1995,-0.445863,GRC,9883969,7310
1996,-0.180565,GRC,10766467,7310
1997,-0.405845,GRC,8329350,7310
1998,-0.377095,GRC,11149610,7310
1999,-0.37237,GRC,12848505,7310
2000,-0.251618,GRC,12623763,7310
2001,-0.246229,GRC,12423808,7310
2002,-0.036655,GRC,8089924,7310
2003,-0.133254,GRC,14762885,7310
2004,-0.136077,GRC,8929329,7310
2005,-0.022221,GRC,8878374,7310
2006,-0.040704,GRC,8237150,7310
2007,-0.061648,GRC,10324898,7310
2008,0.04528,GRC,14129247,7310
2009,-0.147448,GRC,18918852,7310
2010,-0.195276,GRC,18503792,7310
2011,-0.069938,GRC,17236038,7310
2012,-0.034309,GRC,10244221,7310
2013,0.034523,GRC,10406504,7310
2014,-0.122823,GRC,10855380,7310
2015,0.046191,GRC,9651283,7310
2016,-0.184734,GRC,9452822,7310
2017,-0.010408,GRC,7904382,7310
2018,0.173891,GRC,8677409,7310
2019,0.094909,GRC,11112668,7310
2020,0.313311,GRC,8189116,7310
1995,-0.246266,DEU,100520168,7311
1996,-0.123251,DEU,114211952,7311
1997,-0.366554,DEU,94498960,7311
1998,-0.366894,DEU,101400296,7311
1999,-0.493476,DEU,81982584,7311
2000,-1.129034,DEU,69033560,7311
2001,-0.842025,DEU,71039024,7311
2002,-0.516675,DEU,80532504,7311
2003,-0.567592,DEU,95902216,7311
2004,-0.4403,DEU,114882816,7311
2005,-0.3737,DEU,115817000,7311
2006,-0.254418,DEU,181300768,7311
2007,-0.311807,DEU,216571536,7311
2008,-0.201547,DEU,281761024,7311
2009,-0.24611,DEU,292097184,7311
2010,-0.424976,DEU,282984256,7311
2011,-0.357957,DEU,229256000,7311
2012,-0.362695,DEU,259395392,7311
2013,-0.476962,DEU,239015808,7311
2014,-0.242604,DEU,234614336,7311
2015,-0.351456,DEU,177637696,7311
2016,-0.30984,DEU,167241600,7311
2017,-0.381554,DEU,173207776,7311
2018,-0.096903,DEU,196278912,7311
2019,0.116412,DEU,211236640,7311
2020,-0.037507,DEU,174494560,7311
1995,-0.246266,GRC,1454299,7311
1996,-0.123251,GRC,2175146,7311
1997,-0.366554,GRC,1730862,7311
1998,-0.366894,GRC,1588111,7311
1999,-0.493476,GRC,1181907,7311
2000,-1.129034,GRC,1138412,7311
2001,-0.842025,GRC,904773,7311
2002,-0.516675,GRC,744093,7311
2003,-0.567592,GRC,801124,7311
2004,-0.4403,GRC,1309176,7311
2005,-0.3737,GRC,1717449,7311
2006,-0.254418,GRC,1733032,7311
2007,-0.311807,GRC,1849565,7311
2008,-0.201547,GRC,1670938,7311
2009,-0.24611,GRC,1216681,7311
2010,-0.424976,GRC,835316,7311
2011,-0.357957,GRC,878276,7311
2012,-0.362695,GRC,307975,7311
2013,-0.476962,GRC,680854,7311
2014,-0.242604,GRC,1026398,7311
2015,-0.351456,GRC,811992,7311
2016,-0.30984,GRC,1375870,7311
2017,-0.381554,GRC,1669471,7311
2018,-0.096903,GRC,2628916,7311
2019,0.116412,GRC,918153,7311
2020,-0.037507,GRC,1237408,7311
1995,0.255568,DEU,201531184,7312
1996,0.633135,DEU,194960112,7312
1997,0.609254,DEU,179941616,7312
1998,0.638564,DEU,180663808,7312
1999,0.252546,DEU,183465792,7312
2000,0.197756,DEU,169379632,7312
2001,0.419631,DEU,178167648,7312
2002,0.635572,DEU,181627280,7312
2003,0.178038,DEU,213534704,7312
2004,0.398359,DEU,276564960,7312
2005,0.183763,DEU,313568352,7312
2006,0.424041,DEU,355523424,7312
2007,0.295922,DEU,416966848,7312
2008,0.465391,DEU,518403840,7312
2009,0.465435,DEU,453918784,7312
2010,0.536789,DEU,439121216,7312
2011,0.288211,DEU,527657664,7312
2012,0.111847,DEU,472499104,7312
2013,0.467025,DEU,451082816,7312
2014,0.421926,DEU,449806144,7312
2015,0.252381,DEU,384672608,7312
2016,0.019186,DEU,376132096,7312
2017,0.099105,DEU,395183168,7312
2018,0.051695,DEU,451515616,7312
2019,-0.020922,DEU,443018560,7312
2020,0.110591,DEU,414479584,7312
1995,0.255568,GRC,3997863,7312
1996,0.633135,GRC,6318890,7312
1997,0.609254,GRC,5556604,7312
1998,0.638564,GRC,3746765,7312
1999,0.252546,GRC,3789215,7312
2000,0.197756,GRC,2596598,7312
2001,0.419631,GRC,5616084,7312
2002,0.635572,GRC,3822056,7312
2003,0.178038,GRC,5259535,7312
2004,0.398359,GRC,6538368,7312
2005,0.183763,GRC,9355669,7312
2006,0.424041,GRC,6217234,7312
2007,0.295922,GRC,4963162,7312
2008,0.465391,GRC,13361314,7312
2009,0.465435,GRC,9275946,7312
2010,0.536789,GRC,7702832,7312
2011,0.288211,GRC,8410644,7312
2012,0.111847,GRC,9291689,7312
2013,0.467025,GRC,11406489,7312
2014,0.421926,GRC,11201473,7312
2015,0.252381,GRC,10211591,7312
2016,0.019186,GRC,10803770,7312
2017,0.099105,GRC,14712380,7312
2018,0.051695,GRC,18016658,7312
2019,-0.020922,GRC,16951636,7312
2020,0.110591,GRC,18132090,7312
1995,-0.663906,DEU,2554612,7313
1996,-0.894397,DEU,1532278,7313
1997,-0.856635,DEU,1457169,7313
1998,-0.914949,DEU,1440261,7313
1999,-0.791244,DEU,868429,7313
2000,-1.078989,DEU,962231,7313
2001,-0.942798,DEU,2000131,7313
2002,-0.766725,DEU,3008703,7313
2003,-1.198708,DEU,2816151,7313
2004,-0.844661,DEU,3746177,7313
2005,-1.01203,DEU,3849260,7313
2006,-0.931048,DEU,3147946,7313
2007,-1.120946,DEU,3061576,7313
2008,-1.078957,DEU,6229647,7313
2009,-1.0034,DEU,1475940,7313
2010,-0.932557,DEU,5741566,7313
2011,-0.945519,DEU,1516201,7313
2012,-0.913952,DEU,1939141,7313
2013,-1.053612,DEU,1142432,7313
2014,-0.810996,DEU,1427513,7313
2015,-0.915611,DEU,1796089,7313
2016,-1.054395,DEU,1116572,7313
2017,-0.943924,DEU,1193010,7313
2018,-0.867745,DEU,1069620,7313
2019,-1.107384,DEU,959839,7313
2020,-0.957907,DEU,818228,7313
1995,-0.663906,GRC,655651,7313
1996,-0.894397,GRC,922024,7313
1997,-0.856635,GRC,600278,7313
1998,-0.914949,GRC,761167,7313
1999,-0.791244,GRC,455179,7313
2000,-1.078989,GRC,328343,7313
2001,-0.942798,GRC,579049,7313
2002,-0.766725,GRC,162684,7313
2003,-1.198708,GRC,622886,7313
2004,-0.844661,GRC,462861,7313
2005,-1.01203,GRC,354293,7313
2006,-0.931048,GRC,370555,7313
2007,-1.120946,GRC,463626,7313
2008,-1.078957,GRC,876230,7313
2009,-1.0034,GRC,323600,7313
2010,-0.932557,GRC,351356,7313
2011,-0.945519,GRC,319580,7313
2012,-0.913952,GRC,412201,7313
2013,-1.053612,GRC,473573,7313
2014,-0.810996,GRC,363895,7313
2015,-0.915611,GRC,1039047,7313
2016,-1.054395,GRC,801649,7313
2017,-0.943924,GRC,500941,7313
2018,-0.867745,GRC,727812,7313
2019,-1.107384,GRC,382429,7313
2020,-0.957907,GRC,552055,7313
1995,0.20588,DEU,241010496,7314
1996,0.346371,DEU,219571040,7314
1997,-0.033191,DEU,206929280,7314
1998,0.116854,DEU,213291408,7314
1999,0.24198,DEU,204372928,7314
2000,0.280198,DEU,200110416,7314
2001,0.06639,DEU,225046064,7314
2002,0.188295,DEU,237128320,7314
2003,0.0634,DEU,296994752,7314
2004,0.284098,DEU,463686528,7314
2005,0.032104,DEU,503355200,7314
2006,0.446526,DEU,608549376,7314
2007,0.313774,DEU,765466240,7314
2008,0.233771,DEU,935209152,7314
2009,0.187861,DEU,584932928,7314
2010,0.266172,DEU,613149184,7314
2011,0.007854,DEU,702937152,7314
2012,0.032171,DEU,629213376,7314
2013,-0.16374,DEU,617775936,7314
2014,-0.038641,DEU,585458624,7314
2015,0.057363,DEU,468863616,7314
2016,0.138333,DEU,467986464,7314
2017,0.073708,DEU,523472576,7314
2018,-0.011165,DEU,586732480,7314
2019,0.039702,DEU,529720160,7314
2020,0.463855,DEU,491047712,7314
1995,0.20588,GRC,399105,7314
1996,0.346371,GRC,632483,7314
1997,-0.033191,GRC,877649,7314
1998,0.116854,GRC,1263983,7314
1999,0.24198,GRC,1413650,7314
2000,0.280198,GRC,2164461,7314
2001,0.06639,GRC,2312952,7314
2002,0.188295,GRC,1730889,7314
2003,0.0634,GRC,2137119,7314
2004,0.284098,GRC,3251871,7314
2005,0.032104,GRC,4099238,7314
2006,0.446526,GRC,5166561,7314
2007,0.313774,GRC,5916935,7314
2008,0.233771,GRC,9279451,7314
2009,0.187861,GRC,5390286,7314
2010,0.266172,GRC,10672750,7314
2011,0.007854,GRC,15187847,7314
2012,0.032171,GRC,5661553,7314
2013,-0.16374,GRC,5941104,7314
2014,-0.038641,GRC,6041147,7314
2015,0.057363,GRC,3477436,7314
2016,0.138333,GRC,3795132,7314
2017,0.073708,GRC,4254336,7314
2018,-0.011165,GRC,7254892,7314
2019,0.039702,GRC,6469784,7314
2020,0.463855,GRC,3455915,7314
1995,0.849419,DEU,302813536,7315
1996,0.743681,DEU,298334272,7315
1997,0.514964,DEU,267166448,7315
1998,0.584653,DEU,267653504,7315
1999,0.739197,DEU,251605392,7315
2000,0.779784,DEU,224250400,7315
2001,1.275109,DEU,242483520,7315
2002,0.8261,DEU,245524896,7315
2003,0.880127,DEU,301563200,7315
2004,1.039185,DEU,381213856,7315
2005,1.07329,DEU,461614624,7315
2006,1.071898,DEU,517913504,7315
2007,0.987098,DEU,605877568,7315
2008,1.186474,DEU,682133632,7315
2009,0.751994,DEU,547906752,7315
2010,1.267192,DEU,611244992,7315
2011,1.320824,DEU,734794560,7315
2012,1.389325,DEU,764337344,7315
2013,1.146863,DEU,825645888,7315
2014,0.993334,DEU,868879616,7315
2015,1.517817,DEU,760522432,7315
2016,0.943114,DEU,734156928,7315
2017,1.335477,DEU,845197312,7315
2018,1.324179,DEU,948657984,7315
2019,1.516344,DEU,913746880,7315
2020,1.282395,DEU,793770944,7315
1995,0.849419,GRC,1646667,7315
1996,0.743681,GRC,1624578,7315
1997,0.514964,GRC,2806446,7315
1998,0.584653,GRC,2582166,7315
1999,0.739197,GRC,2247039,7315
2000,0.779784,GRC,2027090,7315
2001,1.275109,GRC,1638595,7315
2002,0.8261,GRC,2627730,7315
2003,0.880127,GRC,2500232,7315
2004,1.039185,GRC,3623454,7315
2005,1.07329,GRC,2321211,7315
2006,1.071898,GRC,5186969,7315
2007,0.987098,GRC,3472737,7315
2008,1.186474,GRC,5302168,7315
2009,0.751994,GRC,2515539,7315
2010,1.267192,GRC,2728819,7315
2011,1.320824,GRC,2666878,7315
2012,1.389325,GRC,3273940,7315
2013,1.146863,GRC,2881284,7315
2014,0.993334,GRC,3188907,7315
2015,1.517817,GRC,3217848,7315
2016,0.943114,GRC,2810172,7315
2017,1.335477,GRC,2577980,7315
2018,1.324179,GRC,4219978,7315
2019,1.516344,GRC,3064250,7315
2020,1.282395,GRC,3356754,7315
1995,-0.084852,DEU,3037330,7316
1996,-0.094817,DEU,5044956,7316
1997,-0.071191,DEU,3907979,7316
1998,-0.334964,DEU,2670046,7316
1999,-0.093692,DEU,2692240,7316
2000,0.306713,DEU,3685348,7316
2001,-0.10258,DEU,3847510,7316
2002,0.089599,DEU,2920314,7316
2003,-0.016605,DEU,5927302,7316
2004,0.283307,DEU,4089864,7316
2005,-0.55094,DEU,6556269,7316
2006,-0.165866,DEU,9316252,7316
2007,-0.249149,DEU,5892508,7316
2008,0.404286,DEU,7339786,7316
2009,-0.111383,DEU,8225550,7316
2010,-0.264255,DEU,4439160,7316
2011,0.284547,DEU,4628030,7316
2012,0.041897,DEU,5169872,7316
2013,-0.317116,DEU,4594694,7316
2014,-0.118929,DEU,6803076,7316
2015,0.15847,DEU,2927502,7316
2016,-0.29273,DEU,7185948,7316
2017,-0.34683,DEU,4235803,7316
2018,0.001685,DEU,2238809,7316
2019,0.231592,DEU,2762579,7316
2020,0.029238,DEU,5233418,7316
1995,-0.084852,GRC,93480,7316
1996,-0.094817,GRC,233363,7316
1997,-0.071191,GRC,239135,7316
1998,-0.334964,GRC,282759,7316
1999,-0.093692,GRC,129334,7316
2000,0.306713,GRC,317355,7316
2001,-0.10258,GRC,119476,7316
2002,0.089599,GRC,74139,7316
2003,-0.016605,GRC,283778,7316
2004,0.283307,GRC,179334,7316
2005,-0.55094,GRC,199146,7316
2006,-0.165866,GRC,210584,7316
2007,-0.249149,GRC,200988,7316
2008,0.404286,GRC,803084,7316
2009,-0.111383,GRC,570445,7316
2010,-0.264255,GRC,228706,7316
2011,0.284547,GRC,304939,7316
2012,0.041897,GRC,469548,7316
2013,-0.317116,GRC,974611,7316
2014,-0.118929,GRC,626491,7316
2015,0.15847,GRC,367684,7316
2016,-0.29273,GRC,840722,7316
2017,-0.34683,GRC,944027,7316
2018,0.001685,GRC,473435,7316
2019,0.231592,GRC,719607,7316
2020,0.029238,GRC,432218,7316
1995,-0.356924,DEU,67168136,7317
1996,-0.419675,DEU,61739220,7317
1997,-0.334268,DEU,63571244,7317
1998,-0.689097,DEU,72688632,7317
1999,-0.462804,DEU,59168760,7317
2000,-0.611263,DEU,55759912,7317
2001,-0.455038,DEU,56006700,7317
2002,-0.407736,DEU,57308800,7317
2003,-0.185545,DEU,60914052,7317
2004,-0.43507,DEU,80196536,7317
2005,-0.599206,DEU,90474264,7317
2006,-0.421816,DEU,114898696,7317
2007,-0.206106,DEU,124049032,7317
2008,-0.368436,DEU,140930208,7317
2009,-0.284882,DEU,104076352,7317
2010,-0.252764,DEU,105798792,7317
2011,-0.117089,DEU,118143912,7317
2012,-0.2779,DEU,105949304,7317
2013,-0.421483,DEU,110323072,7317
2014,-0.239731,DEU,117007064,7317
2015,-0.176398,DEU,101669816,7317
2016,-0.191675,DEU,104378504,7317
2017,-0.432734,DEU,110650264,7317
2018,-0.543628,DEU,122099320,7317
2019,-0.607761,DEU,123381032,7317
2020,-0.120124,DEU,110146872,7317
1995,-0.356924,GRC,1035948,7317
1996,-0.419675,GRC,1366890,7317
1997,-0.334268,GRC,640550,7317
1998,-0.689097,GRC,274727,7317
1999,-0.462804,GRC,339572,7317
2000,-0.611263,GRC,397410,7317
2001,-0.455038,GRC,326407,7317
2002,-0.407736,GRC,438257,7317
2003,-0.185545,GRC,182992,7317
2004,-0.43507,GRC,289691,7317
2005,-0.599206,GRC,336620,7317
2006,-0.421816,GRC,361258,7317
2007,-0.206106,GRC,839863,7317
2008,-0.368436,GRC,2256709,7317
2009,-0.284882,GRC,1449783,7317
2010,-0.252764,GRC,1396876,7317
2011,-0.117089,GRC,2174210,7317
2012,-0.2779,GRC,1497100,7317
2013,-0.421483,GRC,1232412,7317
2014,-0.239731,GRC,1182575,7317
2015,-0.176398,GRC,798914,7317
2016,-0.191675,GRC,1240508,7317
2017,-0.432734,GRC,1260140,7317
2018,-0.543628,GRC,1776953,7317
2019,-0.607761,GRC,1103281,7317
2020,-0.120124,GRC,952823,7317
1995,1.123588,DEU,1403120896,7318
1996,1.224318,DEU,1398349952,7318
1997,2.155596,DEU,1348346112,7318
1998,1.408209,DEU,1495780864,7318
1999,1.598897,DEU,1472221440,7318
2000,1.434478,DEU,1418157056,7318
2001,1.702507,DEU,1456068480,7318
2002,1.444316,DEU,1662538368,7318
2003,1.532593,DEU,1960746624,7318
2004,1.643176,DEU,2498684672,7318
2005,1.583118,DEU,2856386560,7318
2006,1.633358,DEU,3416566528,7318
2007,1.255594,DEU,4137093888,7318
2008,1.394931,DEU,4667559424,7318
2009,1.508973,DEU,3457346816,7318
2010,1.585103,DEU,4375454720,7318
2011,1.404278,DEU,5460029440,7318
2012,1.278305,DEU,5191949824,7318
2013,1.710867,DEU,5510776320,7318
2014,1.284548,DEU,5956270592,7318
2015,1.813128,DEU,5177236992,7318
2016,1.857361,DEU,5393005568,7318
2017,1.426731,DEU,6072875008,7318
2018,1.60092,DEU,6742931456,7318
2019,1.52963,DEU,6441612288,7318
2020,1.599524,DEU,5955019264,7318
1995,1.123588,GRC,1918354,7318
1996,1.224318,GRC,1584851,7318
1997,2.155596,GRC,1540769,7318
1998,1.408209,GRC,1552815,7318
1999,1.598897,GRC,1489791,7318
2000,1.434478,GRC,4385221,7318
2001,1.702507,GRC,3459571,7318
2002,1.444316,GRC,1988500,7318
2003,1.532593,GRC,2174961,7318
2004,1.643176,GRC,2205566,7318
2005,1.583118,GRC,2982871,7318
2006,1.633358,GRC,3332614,7318
2007,1.255594,GRC,5256171,7318
2008,1.394931,GRC,4718463,7318
2009,1.508973,GRC,4964988,7318
2010,1.585103,GRC,5273204,7318
2011,1.404278,GRC,5199779,7318
2012,1.278305,GRC,4002824,7318
2013,1.710867,GRC,5333860,7318
2014,1.284548,GRC,4853240,7318
2015,1.813128,GRC,4235596,7318
2016,1.857361,GRC,5018094,7318
2017,1.426731,GRC,4013533,7318
2018,1.60092,GRC,5364900,7318
2019,1.52963,GRC,5037193,7318
2020,1.599524,GRC,5391804,7318
1995,0.589912,DEU,15624729,7319
1996,0.333944,DEU,14410346,7319
1997,0.692182,DEU,11635663,7319
1998,0.434378,DEU,19432734,7319
1999,0.43579,DEU,10844222,7319
2000,0.156794,DEU,13626671,7319
2001,0.263334,DEU,9154577,7319
2002,0.706819,DEU,15800593,7319
2003,0.532426,DEU,13430808,7319
2004,0.787739,DEU,13829396,7319
2005,0.745828,DEU,15664728,7319
2006,0.461154,DEU,23874044,7319
2007,0.589342,DEU,20600950,7319
2008,0.753395,DEU,27644014,7319
2009,0.8664,DEU,24437294,7319
2010,0.752798,DEU,24675154,7319
2011,0.297421,DEU,28467154,7319
2012,-0.006496,DEU,17636766,7319
2013,0.908673,DEU,20871702,7319
2014,0.559253,DEU,20941982,7319
2015,0.434232,DEU,16249369,7319
2016,0.650482,DEU,14877346,7319
2017,0.969298,DEU,14960459,7319
2018,1.26626,DEU,16057209,7319
2019,1.129733,DEU,16894474,7319
2020,1.216212,DEU,14123132,7319
1995,0.589912,GRC,14667,7319
1996,0.333944,GRC,7850,7319
1997,0.692182,GRC,5003,7319
1998,0.434378,GRC,19632,7319
1999,0.43579,GRC,31744,7319
2000,0.156794,GRC,62856,7319
2001,0.263334,GRC,81395,7319
2002,0.706819,GRC,30387,7319
2003,0.532426,GRC,73226,7319
2004,0.787739,GRC,68019,7319
2005,0.745828,GRC,109460,7319
2006,0.461154,GRC,139929,7319
2007,0.589342,GRC,169616,7319
2008,0.753395,GRC,239016,7319
2009,0.8664,GRC,326057,7319
2010,0.752798,GRC,321601,7319
2011,0.297421,GRC,170451,7319
2012,-0.006496,GRC,96085,7319
2013,0.908673,GRC,119238,7319
2014,0.559253,GRC,54744,7319
2015,0.434232,GRC,48058,7319
2016,0.650482,GRC,51477,7319
2017,0.969298,GRC,50806,7319
2018,1.26626,GRC,83191,7319
2019,1.129733,GRC,57100,7319
2020,1.216212,GRC,42319,7319
1995,1.059028,DEU,447353344,7320
1996,0.9244,DEU,482613248,7320
1997,1.173867,DEU,428474464,7320
1998,1.010507,DEU,474286208,7320
1999,0.995927,DEU,479394080,7320
2000,0.968449,DEU,429686528,7320
2001,1.047766,DEU,485552224,7320
2002,0.850293,DEU,551811392,7320
2003,1.009327,DEU,671145152,7320
2004,1.054203,DEU,825912896,7320
2005,0.881804,DEU,939768128,7320
2006,1.243385,DEU,1085730432,7320
2007,1.018797,DEU,1204559104,7320
2008,0.788247,DEU,1408583040,7320
2009,0.832648,DEU,1068909504,7320
2010,1.05103,DEU,1314406144,7320
2011,1.289086,DEU,1524176384,7320
2012,1.187465,DEU,1416705920,7320
2013,1.519146,DEU,1506469504,7320
2014,1.182715,DEU,1561859456,7320
2015,1.241167,DEU,1329739136,7320
2016,1.170699,DEU,1377961600,7320
2017,1.26959,DEU,1556087424,7320
2018,1.282646,DEU,1667175680,7320
2019,1.069262,DEU,1537301120,7320
2020,1.05196,DEU,1390374272,7320
1995,1.059028,GRC,304413,7320
1996,0.9244,GRC,620561,7320
1997,1.173867,GRC,552131,7320
1998,1.010507,GRC,545259,7320
1999,0.995927,GRC,338778,7320
2000,0.968449,GRC,282764,7320
2001,1.047766,GRC,333462,7320
2002,0.850293,GRC,373120,7320
2003,1.009327,GRC,467577,7320
2004,1.054203,GRC,914416,7320
2005,0.881804,GRC,1369162,7320
2006,1.243385,GRC,2623648,7320
2007,1.018797,GRC,3467812,7320
2008,0.788247,GRC,4012075,7320
2009,0.832648,GRC,3059257,7320
2010,1.05103,GRC,4650662,7320
2011,1.289086,GRC,5228524,7320
2012,1.187465,GRC,5144975,7320
2013,1.519146,GRC,4349397,7320
2014,1.182715,GRC,5077200,7320
2015,1.241167,GRC,5685087,7320
2016,1.170699,GRC,5221870,7320
2017,1.26959,GRC,4320584,7320
2018,1.282646,GRC,6065340,7320
2019,1.069262,GRC,4514212,7320
2020,1.05196,GRC,4934718,7320
1995,-0.054265,DEU,85269104,7321
1996,0.093449,DEU,81884808,7321
1997,-0.000384,DEU,82739368,7321
1998,-0.134784,DEU,93076248,7321
1999,0.010567,DEU,92110472,7321
2000,-0.016807,DEU,92249816,7321
2001,-0.04031,DEU,120991392,7321
2002,0.079233,DEU,134721872,7321
2003,-0.000254,DEU,183976704,7321
2004,-0.12414,DEU,230754544,7321
2005,0.216533,DEU,257829040,7321
2006,-0.020844,DEU,315755200,7321
2007,0.120674,DEU,325007776,7321
2008,0.245375,DEU,351835808,7321
2009,0.166173,DEU,295700672,7321
2010,0.25963,DEU,281813344,7321
2011,0.144236,DEU,313249344,7321
2012,0.297303,DEU,300431712,7321
2013,0.335301,DEU,315080800,7321
2014,0.193867,DEU,331814272,7321
2015,0.116951,DEU,295153696,7321
2016,0.06376,DEU,311918752,7321
2017,0.255785,DEU,310614176,7321
2018,0.248018,DEU,315485664,7321
2019,0.309886,DEU,308635392,7321
2020,0.145171,DEU,307024640,7321
1995,-0.054265,GRC,2265526,7321
1996,0.093449,GRC,1776174,7321
1997,-0.000384,GRC,1764656,7321
1998,-0.134784,GRC,1241534,7321
1999,0.010567,GRC,2021485,7321
2000,-0.016807,GRC,1559925,7321
2001,-0.04031,GRC,1610541,7321
2002,0.079233,GRC,1658589,7321
2003,-0.000254,GRC,1798395,7321
2004,-0.12414,GRC,2813368,7321
2005,0.216533,GRC,3854477,7321
2006,-0.020844,GRC,3870429,7321
2007,0.120674,GRC,4736501,7321
2008,0.245375,GRC,4434681,7321
2009,0.166173,GRC,3855863,7321
2010,0.25963,GRC,4235140,7321
2011,0.144236,GRC,4107031,7321
2012,0.297303,GRC,4303404,7321
2013,0.335301,GRC,4444109,7321
2014,0.193867,GRC,4784879,7321
2015,0.116951,GRC,4025074,7321
2016,0.06376,GRC,4873010,7321
2017,0.255785,GRC,5212036,7321
2018,0.248018,GRC,5296134,7321
2019,0.309886,GRC,4589934,7321
2020,0.145171,GRC,5302222,7321
1995,1.069915,DEU,126497648,7322
1996,1.034924,DEU,155383472,7322
1997,0.915804,DEU,148648432,7322
1998,1.11205,DEU,164958688,7322
1999,1.039462,DEU,173665792,7322
2000,0.931797,DEU,153666992,7322
2001,1.040146,DEU,157007264,7322
2002,0.903676,DEU,189164864,7322
2003,0.994461,DEU,246391072,7322
2004,0.821201,DEU,286100352,7322
2005,0.976543,DEU,304731360,7322
2006,0.98624,DEU,359263264,7322
2007,1.190811,DEU,407192864,7322
2008,0.814278,DEU,476873920,7322
2009,0.954033,DEU,373186368,7322
2010,1.105495,DEU,370272000,7322
2011,0.944845,DEU,384333376,7322
2012,0.834445,DEU,355671712,7322
2013,1.04857,DEU,336803264,7322
2014,0.97169,DEU,328955936,7322
2015,0.812775,DEU,271006496,7322
2016,0.9239,DEU,264967632,7322
2017,0.768464,DEU,282432736,7322
2018,0.67476,DEU,284938336,7322
2019,0.724054,DEU,275270496,7322
2020,0.633013,DEU,254021456,7322
1995,1.069915,GRC,1612258,7322
1996,1.034924,GRC,2395896,7322
1997,0.915804,GRC,2736535,7322
1998,1.11205,GRC,2257768,7322
1999,1.039462,GRC,2880479,7322
2000,0.931797,GRC,2714538,7322
2001,1.040146,GRC,2294818,7322
2002,0.903676,GRC,3467617,7322
2003,0.994461,GRC,4280882,7322
2004,0.821201,GRC,5770624,7322
2005,0.976543,GRC,4983666,7322
2006,0.98624,GRC,2464358,7322
2007,1.190811,GRC,3241014,7322
2008,0.814278,GRC,6381682,7322
2009,0.954033,GRC,3100306,7322
2010,1.105495,GRC,1460484,7322
2011,0.944845,GRC,1544238,7322
