iso2c,country,year,growth,growth_pc,gdp_ppp,gdp_ppp_pc,unemployment,population
DE,Germany,2008,0.95987913356484,1.1520297421751,3903248861085.09,47536.7707954978,7.53,82110097
DE,Germany,2009,-5.69383633640285,-5.45457716940945,3681004259132.4,44943.8409486121,7.74,81902307
DE,Germany,2010,4.17988249873657,4.33960677706354,3834865911937.62,46894.2269162907,6.97,81776930
DE,Germany,2011,3.92519270463411,5.86963573749217,3985391788945.5,49646.74721819,5.82,80274983
DE,Germany,2012,0.418497594217598,0.230160992711959,4002070557702.38,49761.0146644366,5.38,80425823
DE,Germany,2013,0.437591303144671,0.163870562978019,4019583270408.6,49842.5583193108,5.23,80645605
DE,Germany,2014,2.20954343134872,1.7843418861469,4108397708527.51,50731.9199645294,4.98,80982500
DE,Germany,2015,1.49193152760772,0.617105353219898,4169692189220.54,51044.9893584218,4.62,81686611
DE,Germany,2016,2.22999986782015,1.40810207548923,4262676319528.67,51763.754913011,4.12,82348669
DE,Germany,2017,2.68023111405891,2.29720604740949,4376925896536.29,52952.8750212389,3.75,82657002
DE,Germany,2018,1.08602451412267,0.782690047310425,4424460384737.66,53367.3319037949,3.38,82905782
DE,Germany,2019,1.05550824713283,0.827864779161388,4471160928989.69,53809.1412482045,3.14,83092962
DE,Germany,2020,-4.56961671737398,-4.73878904837903,4266846011717.89,51259.2395557078,4.31,83240525
DK,Denmark,1962,5.66682217271807,4.84744696606228,,,,4647727
DK,Denmark,1963,0.637021234202351,-0.152610055415821,,,,4684483
DK,Denmark,1964,9.26993821451794,8.40011926479724,,,,4722072
DK,Denmark,1965,4.55525481407106,3.74368486786547,,,,4759012
DK,Denmark,1966,2.74091010903237,1.9191980165441,,,,4797381
DK,Denmark,1967,5.5303700075201,4.70161895014236,,,,4835354
DK,Denmark,1968,5.55307657638726,4.91238762287611,,,,4864883
DK,Denmark,1969,6.50924838489951,5.92188488846269,,,,4891860
DK,Denmark,1970,1.59684180463518,0.836281145615956,,,,4928757
DK,Denmark,1971,3.00499557421739,2.29169941915497,,,,4963126
DK,Denmark,1972,3.92938534116061,3.33661509279459,,,,4991596
DK,Denmark,1973,4.09294609206725,3.46561430939221,,,,5021861
DK,Denmark,1974,-1.12239425036076,-1.58169239838823,,,,5045297
DK,Denmark,1975,-1.45664493601456,-1.740305630023,,,,5059862
DK,Denmark,1976,5.92460618689674,5.65869817151685,,,,5072596
DK,Denmark,1977,1.87029103033571,1.55351412674875,,,,5088419
DK,Denmark,1978,2.22630854042809,1.90929019847323,,,,5104248
DK,Denmark,1979,3.86911148264211,3.61429036365747,,,,5116801
DK,Denmark,1980,-0.482986336653326,-0.603929077550063,,,,5123027
DK,Denmark,1981,-0.666124155581699,-0.637904150209579,,,,5121572
DK,Denmark,1982,3.68457296763364,3.76078942809312,,,,5117810
DK,Denmark,1983,2.59607191923766,2.66654494820963,,,,5114297
DK,Denmark,1984,4.16613792284444,4.22071102724783,,,,5111619
DK,Denmark,1985,4.00375181515933,3.96161086965421,,,,5113691
DK,Denmark,1986,4.90417835499042,4.76398608354309,,,,5120534
DK,Denmark,1987,0.254266314633725,0.127360298905671,,,,5127024
DK,Denmark,1988,-0.0136012052800965,-0.0621761791755944,,,,5129516
DK,Denmark,1989,0.645187431976638,0.584830839011062,,,,5132594
DK,Denmark,1990,1.4752442765041,1.31052516322782,200640457977.719,39027.9787365148,,5140939
DK,Denmark,1991,1.39363399746793,1.13084019769691,203436651612.772,39469.3228084159,9.1,5154298
DK,Denmark,1992,1.95700671183856,1.6204208518857,207417920539.174,40108.8919453015,9.03,5171370
DK,Denmark,1993,0.0106876308268369,-0.321959929787013,207440088600.79,39979.7573849561,10.72,5188628
DK,Denmark,1994,5.33246271155308,4.97734717856856,218501753974.24,41969.6887111547,8.04,5206180
DK,Denmark,1995,3.0275872672533,2.49224816939837,225117085256.289,43015.6775097607,6.99,5233373
DK,Denmark,1996,2.90009976874006,2.3194056984626,231645705325.201,44013.3855851544,6.84,5263074
DK,Denmark,1997,3.26089015774798,2.83266446548333,239199417330.996,45260.1371186812,5.4,5284991
DK,Denmark,1998,2.21815874223761,1.8476139445406,244505240117.905,46096.3697234041,5.04,5304219
DK,Denmark,1999,2.94802216063901,2.60794426036803,251713308780.504,47298.5373518437,5.14,5321799
DK,Denmark,2000,3.74686259540198,3.40068454610739,261144660594.85,48907.0114021027,4.48,5339616
DK,Denmark,2001,0.823152998014436,0.462534295314015,263294280697.691,49133.2231026505,4.16,5358783
DK,Denmark,2002,0.46634557149423,0.145880726640385,264522141915.722,49204.8990055345,4.27,5375931
DK,Denmark,2003,0.390058556485101,0.117358167353501,265553933164.062,49262.6449732556,5.4,5390574
DK,Denmark,2004,2.66821926741747,2.40323399664311,272639494374.131,50446.5416048985,5.2,5404523
DK,Denmark,2005,2.33664130821947,2.05511051582938,279010101422.197,51483.273786293,4.83,5419432
DK,Denmark,2006,3.9130079783106,3.57206346379428,289927788951.14,53322.2889991783,3.9,5437272
DK,Denmark,2007,0.909238928302372,0.46273149419045,292563925272.25,53569.0280238008,3.8,5461438
DK,Denmark,2008,-0.512016744849106,-1.09484212816196,291065948985.469,52982.5317373493,3.68,5493621
DK,Denmark,2009,-4.90654772965155,-5.4140139985128,276784659273.733,50114.0500523227,6.41,5523095
DK,Denmark,2010,1.87099114718497,1.41948663073603,281963275745.511,50825.4122929358,7.75,5547683
DK,Denmark,2011,1.33677776690328,0.920393685285319,285732498126.509,51293.2061782002,7.77,5570572
DK,Denmark,2012,0.226499791802965,-0.149916088315891,286379681639.879,51216.309409926,7.8,5591572
DK,Denmark,2013,0.933340972371226,0.513424427502201,289052580545.17,51479.2664533017,7.38,5614932
DK,Denmark,2014,1.61939381103033,1.10543346611018,293733480145.142,52048.3354927846,6.93,5643475
DK,Denmark,2015,2.34259110757047,1.62216625804921,300614454530.98,52892.6460290247,6.28,5683483
DK,Denmark,2016,3.24595698524399,2.44336887407066,310372270416.481,54185.0084787703,5.99,5728010
DK,Denmark,2017,2.82173634129026,2.16235511316152,319130157564.111,55356.680780178,5.83,5764980
DK,Denmark,2018,1.98953731496432,1.4850851572351,325479371132.153,56178.7746299825,5.13,5793636
DK,Denmark,2019,2.11466420842453,1.7496140950622,332362166899.29,57161.6863893418,5.02,5814422
DK,Denmark,2020,-2.06212495876164,-2.34733603210697,325508443702.179,55819.9095281648,5.66,5831404
EE,Estonia,1962,,,,,,1241623
EE,Estonia,1963,,,,,,1258857
EE,Estonia,1964,,,,,,1277086
EE,Estonia,1965,,,,,,1294566
EE,Estonia,1966,,,,,,1308597
EE,Estonia,1967,,,,,,1318946
EE,Estonia,1968,,,,,,1331214
EE,Estonia,1969,,,,,,1345249
EE,Estonia,1970,,,,,,1360076
EE,Estonia,1971,,,,,,1376955
EE,Estonia,1972,,,,,,1392518
EE,Estonia,1973,,,,,,1405951
EE,Estonia,1974,,,,,,1418169
EE,Estonia,1975,,,,,,1429352
EE,Estonia,1976,,,,,,1439576
EE,Estonia,1977,,,,,,1450211
EE,Estonia,1978,,,,,,1460188
EE,Estonia,1979,,,,,,1468333
EE,Estonia,1980,,,,,,1477219
EE,Estonia,1981,,,,,,1487666
EE,Estonia,1982,,,,,,1498414
EE,Estonia,1983,,,,,,1508745
EE,Estonia,1984,,,,,,1518617
EE,Estonia,1985,,,,,,1528781
EE,Estonia,1986,,,,,,1540190
EE,Estonia,1987,,,,,,1552221
EE,Estonia,1988,,,,,,1561900
EE,Estonia,1989,,,,,,1568131
EE,Estonia,1990,,,,,,1569174
EE,Estonia,1991,,,,,1.47,1561314
EE,Estonia,1992,,,,,3.68,1533091
EE,Estonia,1993,,,,,6.54,1494128
EE,Estonia,1994,,,,,7.56,1462514
EE,Estonia,1995,,,18308238136.6659,12743.8429945734,9.66,1436634
EE,Estonia,1996,4.94301012942864,6.50278004447715,19213216202.2812,13572.547073724,9.92,1415594
EE,Estonia,1997,13.0500123828245,14.3472076289997,21720543295.8178,15519.8285829349,10.37,1399535
EE,Estonia,1998,4.33983715635404,5.34691188770813,22663179504.3317,16349.6601423878,9.51,1386156
EE,Estonia,1999,-0.425026058795638,-0.717825375657739,22566855085.6866,16232.2981330519,11.57,1390244
EE,Estonia,2000,10.0876328252215,9.55641686164654,24843316566.9305,17783.5242088716,13.36,1396985
EE,Estonia,2001,6.00367529972448,6.68103459625866,26334828627.2917,18971.6476137004,13.13,1388115
EE,Estonia,2002,6.77136349344136,7.44983596309736,28118055599.0205,20385.0042404179,10.03,1379350
EE,Estonia,2003,7.60026633561881,8.27771344259645,30255102712.9434,22072.4164767009,11.29,1370720
EE,Estonia,2004,6.80400698962976,7.44441558902447,32313662016.2517,23715.5788897668,10.25,1362550
EE,Estonia,2005,9.5244126408879,10.1529689017304,35391348526.0614,26123.4142393101,8.03,1354775
EE,Estonia,2006,9.76558336997708,10.4147342313026,38847520172.1331,28844.0984044766,5.92,1346810
EE,Estonia,2007,7.57914052046765,8.07102533368965,41791828314.6961,31172.1128939762,4.59,1340680
EE,Estonia,2008,-5.13200095768519,-4.87728652816892,39647071285.3517,29651.7596312527,5.46,1337090
EE,Estonia,2009,-14.6290550324223,-14.4643283839458,33847079408.2739,25362.83174657,13.55,1334515
EE,Estonia,2010,2.44426511799784,2.67816403908816,34674391763.7114,26042.0899857011,16.71,1331475
EE,Estonia,2011,7.26308458128695,7.58921166461815,37192822165.5565,28018.4793166063,12.33,1327439
EE,Estonia,2012,3.22820049358981,3.59836215956679,38393481034.285,29026.6856740211,10.02,1322696
EE,Estonia,2013,1.45842863615992,1.82015416069549,38953422556.1077,29555.0161010288,8.63,1317997
EE,Estonia,2014,3.01136658651455,3.28187481366284,40126452907.2661,30524.9747306225,7.35,1314545
EE,Estonia,2015,1.85302004629342,1.78627469426176,40870004123.5042,31070.2346296654,6.19,1315407
EE,Estonia,2016,3.15556481438308,3.12553830458751,42159683593.2624,32041.3467143408,6.76,1315790
EE,Estonia,2017,5.79204467466494,5.66403908236126,44601591301.6816,33856.1811147559,5.76,1317384
EE,Estonia,2018,4.13381979831833,3.77202331144019,46445340713.2755,35133.2441587679,5.37,1321977
EE,Estonia,2019,4.09634264397782,3.71028576383254,48347901011.0542,36436.7879151632,4.45,1326898
EE,Estonia,2020,-2.95106931268964,-3.25430689209347,46921120940.9874,35251.0230147826,6.46,1331057
ES,Spain,1962,9.95343810301794,8.94647028978719,,,,31023366
ES,Spain,1963,9.59649887419761,8.63949298897253,,,,31296651
ES,Spain,1964,5.30851024557151,4.26724541658132,,,,31609195
ES,Spain,1965,6.253134898985,5.10563214429294,,,,31954292
ES,Spain,1966,7.24606030950785,6.15343472456982,,,,32283194
ES,Spain,1967,4.34033841707489,3.0641265961751,,,,32682947
ES,Spain,1968,6.59702013758312,5.21217229135009,,,,33113134
ES,Spain,1969,8.90701555527096,7.83908305108363,,,,33441054
ES,Spain,1970,4.29063926798075,3.13876302040282,,,,33814531
ES,Spain,1971,4.64947360429215,3.3959269904685,,,,34224490
ES,Spain,1972,8.14974579127789,6.9621930432203,,,,34604469
ES,Spain,1973,7.78846536076689,6.60402578374912,,,,34988947
ES,Spain,1974,5.61878581441493,4.47106836448741,,,,35373335
ES,Spain,1975,0.542203214009334,-0.539096649209583,,,,35757900
ES,Spain,1976,3.30379150489574,2.21777251630265,,,,36137812
ES,Spain,1977,2.83857436036729,1.78565712617367,,,,36511638
ES,Spain,1978,1.46300344615614,0.49072839476743,,,,36864898
ES,Spain,1979,0.0415463453412883,-0.836528250447628,,,,37191330
ES,Spain,1980,2.20872827746719,1.39131558722205,,,,37491165
ES,Spain,1981,-0.132468611426361,-0.839887509912813,,,,37758631
ES,Spain,1982,1.24646170534606,0.640409095532107,,,,37986012
ES,Spain,1983,1.77011566326799,1.27551453148087,,,,38171525
ES,Spain,1984,1.78468758048753,1.36289722152834,,,,38330364
ES,Spain,1985,2.32143575836614,1.95132908420544,,,,38469512
ES,Spain,1986,3.25332184173544,2.94527954012207,,,,38584624
ES,Spain,1987,5.54712251525866,5.27376275505492,,,,38684815
ES,Spain,1988,5.09432429766936,4.87169216546461,,,,38766939
ES,Spain,1989,4.82703031232241,4.66281523883151,,,,38827764
ES,Spain,1990,3.78139337826686,3.67576777434031,1070558378398.64,27543.9192440024,,38867322
ES,Spain,1991,2.54600054810226,2.2853247403676,1097814800580.42,28173.3872449524,15.93,38966376
ES,Spain,1992,0.929215548666747,0.436115221172912,1108015866402.98,28296.2556750477,17.7,39157685
ES,Spain,1993,-1.03149186343941,-1.54335837780363,1096586772895.41,27859.5430424821,22.16,39361262
ES,Spain,1994,2.38319539651248,1.89690696435738,1122720578385.82,28388.0126546931,24.21,39549108
ES,Spain,1995,2.75749399442464,2.30495701709295,1153679530908.98,29042.3441443907,22.68,39724050
ES,Spain,1996,2.66052445272342,2.23381641993076,1184373456934.88,29691.0967966209,22.14,39889852
ES,Spain,1997,3.70258028536841,3.26885208622718,1228225835056.49,30661.6548336809,20.7,40057389
ES,Spain,1998,4.39303735124493,3.96190213216721,1282182254748.16,31876.4395902943,18.67,40223509
ES,Spain,1999,4.49049131553554,4.06782445645686,1339758537546.96,33173.117195796,15.48,40386875
ES,Spain,2000,5.24599468041613,4.7764514150568,1410042199157.1,34757.615021513,13.79,40567864
ES,Spain,2001,3.93294884333099,3.21408101820879,1465498437519.32,35874.7529283016,10.35,40850412
ES,Spain,2002,2.73102223160264,1.29005004692624,1505521525651.77,36337.5551952878,11.15,41431558
ES,Spain,2003,2.98189483596207,1.13625325248812,1550414594279.47,36750.4418480689,11.28,42187645
ES,Spain,2004,3.12279524151424,1.35870928011663,1598830867453.38,37249.7735119425,11.09,42921895
ES,Spain,2005,3.65203267433178,1.91569573801111,1657220693140.08,37963.3658355296,9.15,43653155
ES,Spain,2006,4.10272711542463,2.35781315291435,1725211935879.96,38858.4710684887,8.45,44397319
ES,Spain,2007,3.60468797126931,1.70452202327694,1787400443011.53,39520.8222657597,8.23,45226803
ES,Spain,2008,0.887145182485298,-0.70956792412278,1803257279933.43,39240.3951876123,11.25,45954106
ES,Spain,2009,-3.76323192690089,-4.61187170615491,1735396526250.81,37430.6785045715,17.86,46362946
ES,Spain,2010,0.163010230841422,-0.297088607471025,1738225400134.26,37319.4762230353,19.86,46576897
ES,Spain,2011,-0.81437345515107,-1.16619262555828,1724069753884.88,36884.2592434253,21.39,46742697
ES,Spain,2012,-2.95944130173555,-3.02242536982695,1673046921517.68,35769.4600345792,24.79,46773055
ES,Spain,2013,-1.43539425919327,-1.11189885449343,1649032102052.6,35371.7398181963,26.09,46620045
ES,Spain,2014,1.38390794267029,1.68744970379751,1671853188290.09,35968.6201369865,24.44,46480882
ES,Spain,2015,3.83517266033846,3.91576845137082,1735971644688.39,37377.068016704,22.06,46444832
ES,Spain,2016,3.03130132981933,2.94434855983185,1788594176239.12,38477.5791805612,19.64,46484062
ES,Spain,2017,2.97364119053731,2.73236058269681,1841780549395.31,39528.9253872668,17.22,46593236
ES,Spain,2018,2.28878567617447,1.84175785793946,1883934958796.44,40256.9524767458,15.26,46797754
ES,Spain,2019,2.08519142117105,1.35796294893549,1923218608937.71,40803.6269757506,14.1,47133521
ES,Spain,2020,-10.8228864939664,-11.2335320992436,1715070841861.54,36219.938441774,15.67,47351567
FI,Finland,1962,2.98194553610325,2.28404856663754,,,,4491443
FI,Finland,1963,3.2850996357034,2.55747236438691,,,,4523309
FI,Finland,1964,5.23868659789346,4.65485282571383,,,,4548543
FI,Finland,1965,5.30285780228277,4.95238912726879,,,,4563732
FI,Finland,1966,2.3728230152817,1.98984697557989,,,,4580869
FI,Finland,1967,2.16882888287419,1.61702886566492,,,,4605744
FI,Finland,1968,2.30328998355674,1.84500620711529,,,,4626469
FI,Finland,1969,9.59328778480035,9.65690414767499,,,,4623785
FI,Finland,1970,4.81373679601094,5.21143814151846,,,,4606307
FI,Finland,1971,2.35692135759953,2.22782460921695,,,,4612124
FI,Finland,1972,7.73548550195038,7.09615351634775,,,,4639657
FI,Finland,1973,6.98382784475125,6.37797881063253,,,,4666081
FI,Finland,1974,3.23653304028531,2.69745777918598,,,,4690574
FI,Finland,1975,1.80489827726724,1.35402529417641,,,,4711440
FI,Finland,1976,0.344382485474924,0.0423511737961206,,,,4725664
FI,Finland,1977,0.239510829311158,-0.0405056479990975,,,,4738902
FI,Finland,1978,2.91970741193541,2.62462573473223,,,,4752528
FI,Finland,1979,7.12192637149123,6.84849475924992,,,,4764690
FI,Finland,1980,5.38904788022778,5.06171469493218,,,,4779535
FI,Finland,1981,1.3158788537492,0.884671017793906,,,,4799964
FI,Finland,1982,3.10808869307027,2.5320040355945,,,,4826933
FI,Finland,1983,3.11658151416627,2.5038433847941,,,,4855787
FI,Finland,1984,3.23769199585604,2.68751989858703,,,,4881803
FI,Finland,1985,3.54889658723026,3.11792568615647,,,,4902206
FI,Finland,1986,2.75563345861494,2.42242981301986,,,,4918154
FI,Finland,1987,3.57482613830207,3.28147644967387,,,,4932123
FI,Finland,1988,5.21715032265726,4.91173969956324,,,,4946481
FI,Finland,1989,5.08714367418199,4.70844333121183,,,,4964371
FI,Finland,1990,0.670275844289762,0.224909953309819,163982866416.43,32885.8188183953,,4986431
FI,Finland,1991,-5.88632806942667,-6.39894943925279,154330296921.509,30781.4718995219,6.5,5013740
FI,Finland,1992,-3.29466006575714,-3.83653305243031,149245638259.472,29600.5305560722,11.6,5041992
FI,Finland,1993,-0.661998030419085,-1.14148806321053,148257635073.707,29262.6440331276,16.2,5066447
FI,Finland,1994,3.96305242370121,3.51588527380258,154133162873.818,30291.4850254136,16.43,5088333
FI,Finland,1995,4.21686746987953,3.81987628771239,160632754079.341,31448.5822790954,17.01,5107790
FI,Finland,1996,3.66717982978477,3.32766934196786,166523446036.966,32495.0871100804,15.57,5124573
FI,Finland,1997,6.33379565418399,6.01805275790927,177070700825.253,34450.6585960936,14.97,5139835
FI,Finland,1998,5.45718050065875,5.17759148031172,186733768583.068,36234.3729604762,13.21,5153498
FI,Finland,1999,4.37957572274557,4.13757473719116,194911915378.1,37733.5972222685,11.69,5165474
FI,Finland,2000,5.7733624584817,5.55399785284234,206164886727.647,39829.3204017935,11.13,5176209
FI,Finland,2001,2.61001912392074,2.37665487011792,211545829698.048,40775.9258848576,10.29,5188008
FI,Finland,2002,1.70714896198065,1.46092862242904,215157232133.852,41371.6330571699,10.42,5200598
FI,Finland,2003,2.00378420285061,1.7608385701202,219468518762.64,42100.1207291291,10.47,5213014
FI,Finland,2004,3.99209129032087,3.6905877973641,228229902385.16,43653.8626474339,10.36,5228172
FI,Finland,2005,2.77985055556123,2.4286892269546,234574352594.571,44714.0793067017,8.38,5246096
FI,Finland,2006,4.02740965802573,3.62894134847109,244021622726.216,46336.7270192508,7.72,5266268
FI,Finland,2007,5.29933650739021,4.85231327619931,256953149665.272,48585.1301761621,6.85,5288720
FI,Finland,2008,0.783995060876521,0.315886376754079,258967649667.414,48738.6039835169,6.37,5313399
FI,Finland,2009,-8.0744474323113,-8.51302848718304,238057442928.327,44589.4727421447,8.25,5338871
FI,Finland,2010,3.18595865407703,2.71496673450685,245641854632.977,45800.062094186,8.39,5363352
FI,Finland,2011,2.54766483842627,2.07339631453335,251899985791.919,46749.6788937008,7.78,5388272
FI,Finland,2012,-1.39754572817782,-1.86559117436354,248379568301.204,45877.5210102166,7.69,5413971
FI,Finland,2013,-0.901696316194844,-1.35721561109078,246139938883.651,45254.8641330845,8.19,5438972
FI,Finland,2014,-0.364908156882066,-0.776108383146138,245241754169.32,44903.6373387663,8.66,5461512
FI,Finland,2015,0.543659211765487,0.213029419665261,246575033556.957,44999.2952967976,9.38,5479531
FI,Finland,2016,2.81145776663433,2.5163798952421,253507386488.475,46131.6485166469,8.82,5495303
FI,Finland,2017,3.19240962968416,2.95053137282473,261600380706.694,47492.7772789317,8.64,5508214
FI,Finland,2018,1.14194750876192,1.00788071036347,264587719737.086,47971.447819942,7.36,5515525
FI,Finland,2019,1.3437553730376,1.23214448004316,268143131437.45,48562.5253662522,6.7,5521606
FI,Finland,2020,-2.87069059271343,-3.03073115825809,260445571788.268,47090.7257787402,7.83,5530719
FR,France,1962,6.84346998523586,5.36174659302979,,,,47904879
FR,France,1963,6.23367995209179,4.75168207937229,,,,48582624
FR,France,1964,6.65209950760072,5.2483704832748,,,,49230585
FR,France,1965,4.86150769580638,3.62502306337294,,,,49818019
FR,France,1966,5.25183704566086,4.18060992096517,,,,50330268
FR,France,1967,4.92114891528463,4.00054340415525,,,,50775788
FR,France,1968,4.49130888579006,3.67515358132928,,,,51175507
FR,France,1969,7.10947534485236,6.30695974824673,,,,51561833
FR,France,1970,6.10867981285152,5.30013990715806,,,,51957747
FR,France,1971,5.31671589688149,4.48503645585114,,,,52371320
FR,France,1972,4.51137401861739,3.67630097261473,,,,52793151
FR,France,1973,6.34458067469789,5.51594718225618,,,,53207744
FR,France,1974,4.30091914308284,3.55262482950845,,,,53592235
FR,France,1975,-0.959884746223096,-1.58271219956511,,,,53931390
FR,France,1976,4.35675890276836,3.80121058799749,,,,54220033
FR,France,1977,3.46431200428788,2.99383826102881,,,,54467709
FR,France,1978,3.97854372235838,3.55238312244077,,,,54691866
FR,France,1979,3.54998915669242,3.12527609809175,,,,54917110
FR,France,1980,1.57874525990584,1.12868786768578,,,,55161510
FR,France,1981,1.06901983853727,0.578960627144468,,,,55430278
FR,France,1982,2.50539661637579,1.97434895469959,,,,55718940
FR,France,1983,1.24086486211559,0.689995895498413,,,,56023775
FR,France,1984,1.51372160344316,0.948111517274015,,,,56337675
FR,France,1985,1.62278136715794,1.05412130143901,,,,56654703
FR,France,1986,2.33727634979969,1.75995464182361,,,,56976126
FR,France,1987,2.56190033450119,1.9774927002141,,,,57302642
FR,France,1988,4.74314219356484,4.15339578345197,,,,57627106
FR,France,1989,4.34386106267613,3.78001535528227,,,,57940199
FR,France,1990,2.92393508123074,2.40164782158068,1964407999761.79,33732.0142120651,,58235716
FR,France,1991,1.04817584704435,0.489793534731334,1984998449952.7,33897.2314368104,9.13,58559309
FR,France,1992,1.59934267687127,1.09540135945181,2016745377298.02,34268.5421707858,10.21,58851216
FR,France,1993,-0.628666351905437,-1.05828811094526,2004066777707.34,33905.8822631981,11.32,59106758
FR,France,1994,2.35834218111899,1.97800942199515,2051329529863.81,34576.5438089748,12.59,59327200
FR,France,1995,2.10669525325974,1.73850555113575,2094544791698.16,35177.6589424847,11.84,59541904
FR,France,1996,1.41299367250002,1.05456016296066,2124140577072.54,35548.6285199543,12.37,59753095
FR,France,1997,2.33629652937944,1.97492975038789,2173766799653.82,36250.6889604497,12.57,59964841
FR,France,1998,3.58865942535427,3.20752635009862,2251775886794.82,37413.4393609485,12.08,60186284
FR,France,1999,3.42137379882455,2.89069241794468,2328817556993.87,38494.9468158477,11.98,60496708
FR,France,2000,3.92366922704063,3.21428067337351,2420192654831.56,39732.2824515749,10.22,60912500
FR,France,2001,1.98372141863292,1.24418881990496,2468202534897.63,40226.6270677305,8.61,61357432
FR,France,2002,1.13553148214601,0.402714805881303,2496229751724.52,40388.6256508389,8.7,61805266
FR,France,2003,0.823160756684118,0.111081739214896,2516777735437.39,40433.4900386568,8.31,62244880
FR,France,2004,2.82975292869891,2.07536459512968,2587996327114.77,41272.6323754944,8.91,62704901
FR,France,2005,1.66321998030079,0.899764540271406,2631040399116.79,41643.9888864457,8.49,63179356
FR,France,2006,2.44932360111885,1.73754003299598,2695483092567.33,42367.5698646841,8.45,63621376
FR,France,2007,2.42473624337305,1.79298221122066,2760841448046.81,43127.2128556843,7.66,64016227
FR,France,2008,0.254945960124005,-0.303759657055082,2767880101784.03,42996.2097818165,7.06,64374979
FR,France,2009,-2.87331382849631,-3.37173720554279,2688350220063.27,41546.4905796298,8.74,64707035
FR,France,2010,1.94943762312663,1.44700813155868,2740757930694.59,42147.6716766942,8.87,65027505
FR,France,2011,2.19270063266654,1.6996129650087,2800854547180.79,42864.0189689606,8.81,65342789
FR,France,2012,0.313134751077172,-0.171206729763156,2809624996095.14,42790.6328838388,9.4,65659814
FR,France,2013,0.576326674771792,0.0599163796786826,2825817614408.69,42816.2714819044,9.92,65998685
FR,France,2014,0.956183052371557,0.479077572349041,2852837603528.6,43021.3946358903,10.29,66312067
FR,France,2015,1.1129123405747,0.754024352327519,2884587185274.82,43345.7864281559,10.35,66548272
FR,France,2016,1.09546440372048,0.829056664516742,2916186811083.79,43705.1475593257,10.04,66724104
FR,France,2017,2.29141999417021,1.99499844733441,2983008898740.32,44577.0645745394,9.41,66918020
FR,France,2018,1.86506607081999,1.58587880599642,3038643985600.27,45284.0027939624,9.02,67101930
FR,France,2019,1.84297181445896,1.62035845279964,3094645337796.63,46017.7659610004,8.44,67248926
FR,France,2020,-7.85525603703762,-8.05031008095041,2851553023074.46,42313.1931088138,8.62,67391582
GR,Greece,1962,0.364810538216716,-0.231362328611098,,,,8448233
GR,Greece,1963,11.8448676740362,11.4308123253594,,,,8479625
GR,Greece,1964,9.40967663829282,9.0136618569973,,,,8510429
GR,Greece,1965,10.7680105057905,10.2510614359446,,,,8550333
GR,Greece,1966,6.49450234707547,5.71167298707329,,,,8613651
GR,Greece,1967,5.66948546671586,4.81239586239369,,,,8684088
GR,Greece,1968,7.20371890047187,6.50858693248941,,,,8740765
GR,Greece,1969,11.5636672907284,11.1567344483955,,,,8772764
GR,Greece,1970,8.64847142495206,8.40082207794057,,,,8792806
GR,Greece,1971,7.84117628493659,7.3743263967272,,,,8831036
GR,Greece,1972,10.1601516285244,9.44639204126412,,,,8888628
GR,Greece,1973,8.09237827091222,7.6026079360667,,,,8929086
GR,Greece,1974,-6.4382403618779,-6.78208577036288,,,,8962022
GR,Greece,1975,6.36680795559319,5.37305617338177,,,,9046541
GR,Greece,1976,6.85189863063538,5.20508283929699,,,,9188150
GR,Greece,1977,2.94100177471863,1.61030233364453,,,,9308479
GR,Greece,1978,7.24686338650858,5.86527212357805,,,,9429959
GR,Greece,1979,3.28207987823497,2.00245727403686,,,,9548258
GR,Greece,1980,0.677130793726775,-0.306899553772794,,,,9642505
GR,Greece,1981,-1.55372087338574,-2.43246067725248,,,,9729350
GR,Greece,1982,-1.13264743707514,-1.74025238455754,,,,9789513
GR,Greece,1983,-1.07862236138598,-1.65240215038904,,,,9846627
GR,Greece,1984,2.01057990486311,1.50367114060626,,,,9895801
GR,Greece,1985,2.50955726513205,2.11229571221436,,,,9934300
GR,Greece,1986,0.517660050701934,0.185738003360441,,,,9967213
GR,Greece,1987,-2.25886401635688,-2.58512406402464,,,,10000595
GR,Greece,1988,4.28786201949723,3.90977761672747,,,,10036983
GR,Greece,1989,3.79999959729412,3.25972921130942,,,,10089498
GR,Greece,1990,0,-1.05223289834684,247848859055.772,24306.5523995951,,10196792
GR,Greece,1991,3.10000028782113,1.86983475123925,255532174399.863,24761.0447631909,7.66,10319927
GR,Greece,1992,0.699999939547794,-0.0662994210594974,257320899466.187,24744.6283338647,7.84,10399061
GR,Greece,1993,-1.60000021044921,-2.17715069511814,253203764533.198,24205.9004860895,8.61,10460415
GR,Greece,1994,2.00000035645193,1.49055930678787,258267840726.412,24566.7037885767,8.86,10512922
GR,Greece,1995,2.09971959047894,1.62382501717001,263690741174.051,24965.6240705897,9.06,10562153
GR,Greece,1996,2.86212900746345,2.40984319457121,271237910367.189,25567.256463237,9.66,10608800
GR,Greece,1997,4.48419922743038,3.97008202914526,283400758648.373,26582.2975174295,9.58,10661259
GR,Greece,1998,3.89490480921349,3.32069950702625,294438948426.316,27465.015740047,10.84,10720509
GR,Greece,1999,3.07259635911153,2.67809939669579,303485868835.469,28200.5561608836,11.85,10761698
GR,Greece,2000,3.9197707936313,3.49556363672949,315381819284.88,29186.324547399,11.25,10805808
